VTX, IDX, _input0.x, _input0.y, _input0.z, _input2.x, _input2.y, _input2.z, _input3.x, _input3.y, _input3.z, _input3.w, _input1.x, _input1.y, _input4.x, _input4.y, _input5.x, _input5.y, _input5.z, _input6.x, _input6.y, _input6.z, _input6.w, _input7.x, _input7.y, _input7.z, _input7.w
99, 34, -0.07584, -0.08945, 1.66969, -0.44395, 0.8756, -0.19035, 0.03753, 0.23041, 0.97237, -1.00, 0.6783, 0.99665, 0.00129, 0.77274, -0.07584, -0.08945, 1.66969, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
100, 35, -0.07473, -0.08895, 1.66953, -0.44394, 0.8756, -0.19038, 0.03744, 0.2304, 0.97237, -1.00, 0.6783, 0.99457, -0.00033, -0.02296, -0.07473, -0.08895, 1.66953, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
101, 32, -0.07508, -0.09118, 1.66034, -0.4509, 0.86373, -0.22507, 0.01698, 0.26041, 0.96535, -1.00, 0.666, 0.99457, -0.02046, 0.01207, -0.07508, -0.09118, 1.66034, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
102, 34, -0.07584, -0.08945, 1.66969, -0.44395, 0.8756, -0.19035, 0.03753, 0.23041, 0.97237, -1.00, 0.6783, 0.99665, 0.00129, 0.77274, -0.07584, -0.08945, 1.66969, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
103, 36, -0.0744, -0.08692, 1.6783, -0.45058, 0.88152, -0.14105, 0.07871, 0.19661, 0.97732, -1.00, 0.69011, 0.99457, 0.02592, 0.0163, -0.0744, -0.08692, 1.6783, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
104, 35, -0.07473, -0.08895, 1.66953, -0.44394, 0.8756, -0.19038, 0.03744, 0.2304, 0.97237, -1.00, 0.6783, 0.99457, -0.00033, -0.02296, -0.07473, -0.08895, 1.66953, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
105, 34, -0.07584, -0.08945, 1.66969, -0.44395, 0.8756, -0.19035, 0.03753, 0.23041, 0.97237, -1.00, 0.6783, 0.99665, 0.00129, 0.77274, -0.07584, -0.08945, 1.66969, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
106, 37, -0.07547, -0.08746, 1.67852, -0.45071, 0.88172, -0.13942, 0.07843, 0.19469, 0.97772, -1.00, 0.69011, 0.99665, 0.01234, 0.77501, -0.07547, -0.08746, 1.67852, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
107, 36, -0.0744, -0.08692, 1.6783, -0.45058, 0.88152, -0.14105, 0.07871, 0.19661, 0.97732, -1.00, 0.69011, 0.99457, 0.02592, 0.0163, -0.0744, -0.08692, 1.6783, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
108, 38, -0.07383, -0.08641, 1.68227, -0.44871, 0.89122, 0.06627, 0.16828, 0.01143, 0.98567, -1.00, 0.69552, 0.99457, 0.01133, -0.01349, -0.07383, -0.08641, 1.68227, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
109, 36, -0.0744, -0.08692, 1.6783, -0.45058, 0.88152, -0.14105, 0.07871, 0.19661, 0.97732, -1.00, 0.69011, 0.99457, 0.02592, 0.0163, -0.0744, -0.08692, 1.6783, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
110, 37, -0.07547, -0.08746, 1.67852, -0.45071, 0.88172, -0.13942, 0.07843, 0.19469, 0.97772, -1.00, 0.69011, 0.99665, 0.01234, 0.77501, -0.07547, -0.08746, 1.67852, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
111, 38, -0.07383, -0.08641, 1.68227, -0.44871, 0.89122, 0.06627, 0.16828, 0.01143, 0.98567, -1.00, 0.69552, 0.99457, 0.01133, -0.01349, -0.07383, -0.08641, 1.68227, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
112, 37, -0.07547, -0.08746, 1.67852, -0.45071, 0.88172, -0.13942, 0.07843, 0.19469, 0.97772, -1.00, 0.69011, 0.99665, 0.01234, 0.77501, -0.07547, -0.08746, 1.67852, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
113, 39, -0.07497, -0.08698, 1.68249, -0.44878, 0.89124, 0.06553, 0.17274, 0.01457, 0.98486, -1.00, 0.69552, 0.99665, 0.03007, 0.74504, -0.07497, -0.08698, 1.68249, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
114, 39, -0.07497, -0.08698, 1.68249, -0.44878, 0.89124, 0.06553, 0.17274, 0.01457, 0.98486, -1.00, 0.69552, 0.99665, 0.03007, 0.74504, -0.07497, -0.08698, 1.68249, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
115, 40, -0.0731, -0.08681, 1.68555, -0.39276, 0.82923, 0.39765, 0.39682, -0.23725, 0.8867, -1.00, 0.70012, 0.99457, -0.02223, 0.01182, -0.0731, -0.08681, 1.68555, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
116, 38, -0.07383, -0.08641, 1.68227, -0.44871, 0.89122, 0.06627, 0.16828, 0.01143, 0.98567, -1.00, 0.69552, 0.99457, 0.01133, -0.01349, -0.07383, -0.08641, 1.68227, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
117, 39, -0.07497, -0.08698, 1.68249, -0.44878, 0.89124, 0.06553, 0.17274, 0.01457, 0.98486, -1.00, 0.69552, 0.99665, 0.03007, 0.74504, -0.07497, -0.08698, 1.68249, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
118, 41, -0.07399, -0.08733, 1.68569, -0.39731, 0.83554, 0.37949, 0.39233, -0.21918, 0.89333, -1.00, 0.70012, 0.99665, 0.0004, 0.75688, -0.07399, -0.08733, 1.68569, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
119, 40, -0.0731, -0.08681, 1.68555, -0.39276, 0.82923, 0.39765, 0.39682, -0.23725, 0.8867, -1.00, 0.70012, 0.99457, -0.02223, 0.01182, -0.0731, -0.08681, 1.68555, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
120, 41, -0.07399, -0.08733, 1.68569, -0.39731, 0.83554, 0.37949, 0.39233, -0.21918, 0.89333, -1.00, 0.70012, 0.99665, 0.0004, 0.75688, -0.07399, -0.08733, 1.68569, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
121, 42, -0.07045, -0.08853, 1.69006, -0.30545, 0.74745, 0.58993, 0.5565, -0.3626, 0.74755, -1.00, 0.70758, 0.99457, -0.00939, -0.01587, -0.07045, -0.08853, 1.69006, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
122, 40, -0.0731, -0.08681, 1.68555, -0.39276, 0.82923, 0.39765, 0.39682, -0.23725, 0.8867, -1.00, 0.70012, 0.99457, -0.02223, 0.01182, -0.0731, -0.08681, 1.68555, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
123, 41, -0.07399, -0.08733, 1.68569, -0.39731, 0.83554, 0.37949, 0.39233, -0.21918, 0.89333, -1.00, 0.70012, 0.99665, 0.0004, 0.75688, -0.07399, -0.08733, 1.68569, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
124, 43, -0.07116, -0.08905, 1.69037, -0.30331, 0.74598, 0.59288, 0.55922, -0.36443, 0.74462, -1.00, 0.70758, 0.99665, -0.00535, 0.75282, -0.07116, -0.08905, 1.69037, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
125, 42, -0.07045, -0.08853, 1.69006, -0.30545, 0.74745, 0.58993, 0.5565, -0.3626, 0.74755, -1.00, 0.70758, 0.99457, -0.00939, -0.01587, -0.07045, -0.08853, 1.69006, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
126, 43, -0.07116, -0.08905, 1.69037, -0.30331, 0.74598, 0.59288, 0.55922, -0.36443, 0.74462, -1.00, 0.70758, 0.99665, -0.00535, 0.75282, -0.07116, -0.08905, 1.69037, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
127, 44, -0.06643, -0.09116, 1.69445, -0.21914, 0.64624, 0.73099, 0.67818, -0.43774, 0.5903, -1.00, 0.71614, 0.99457, -0.01528, -0.01587, -0.06643, -0.09116, 1.69445, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
128, 42, -0.07045, -0.08853, 1.69006, -0.30545, 0.74745, 0.58993, 0.5565, -0.3626, 0.74755, -1.00, 0.70758, 0.99457, -0.00939, -0.01587, -0.07045, -0.08853, 1.69006, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
129, 43, -0.07116, -0.08905, 1.69037, -0.30331, 0.74598, 0.59288, 0.55922, -0.36443, 0.74462, -1.00, 0.70758, 0.99665, -0.00535, 0.75282, -0.07116, -0.08905, 1.69037, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
130, 45, -0.06715, -0.09175, 1.69478, -0.22055, 0.64894, 0.72817, 0.67516, -0.43722, 0.59413, -1.00, 0.71614, 0.99665, -0.00082, 0.76296, -0.06715, -0.09175, 1.69478, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
131, 44, -0.06643, -0.09116, 1.69445, -0.21914, 0.64624, 0.73099, 0.67818, -0.43774, 0.5903, -1.00, 0.71614, 0.99457, -0.01528, -0.01587, -0.06643, -0.09116, 1.69445, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
132, 46, -0.05972, -0.09631, 1.70024, -0.14494, 0.57642, 0.8042, 0.77997, -0.43354, 0.45131, -1.00, 0.72946, 0.99665, 0.0011, 0.78826, -0.05972, -0.09631, 1.70024, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
133, 44, -0.06643, -0.09116, 1.69445, -0.21914, 0.64624, 0.73099, 0.67818, -0.43774, 0.5903, -1.00, 0.71614, 0.99457, -0.01528, -0.01587, -0.06643, -0.09116, 1.69445, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
134, 45, -0.06715, -0.09175, 1.69478, -0.22055, 0.64894, 0.72817, 0.67516, -0.43722, 0.59413, -1.00, 0.71614, 0.99665, -0.00082, 0.76296, -0.06715, -0.09175, 1.69478, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
135, 46, -0.05972, -0.09631, 1.70024, -0.14494, 0.57642, 0.8042, 0.77997, -0.43354, 0.45131, -1.00, 0.72946, 0.99665, 0.0011, 0.78826, -0.05972, -0.09631, 1.70024, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
136, 47, -0.05913, -0.0956, 1.69988, -0.14529, 0.57662, 0.80399, 0.77956, -0.43367, 0.45191, -1.00, 0.72946, 0.99457, -0.00793, 0.03341, -0.05913, -0.0956, 1.69988, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
137, 44, -0.06643, -0.09116, 1.69445, -0.21914, 0.64624, 0.73099, 0.67818, -0.43774, 0.5903, -1.00, 0.71614, 0.99457, -0.01528, -0.01587, -0.06643, -0.09116, 1.69445, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
138, 47, -0.05913, -0.0956, 1.69988, -0.14529, 0.57662, 0.80399, 0.77956, -0.43367, 0.45191, -1.00, 0.72946, 0.99457, -0.00793, 0.03341, -0.05913, -0.0956, 1.69988, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
139, 46, -0.05972, -0.09631, 1.70024, -0.14494, 0.57642, 0.8042, 0.77997, -0.43354, 0.45131, -1.00, 0.72946, 0.99665, 0.0011, 0.78826, -0.05972, -0.09631, 1.70024, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
140, 48, -0.04975, -0.10127, 1.70473, -0.0592, 0.55216, 0.83163, 0.86695, -0.38456, 0.31704, -1.00, 0.74509, 0.99665, 0.01172, 0.79292, -0.04975, -0.10127, 1.70473, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
141, 47, -0.05913, -0.0956, 1.69988, -0.14529, 0.57662, 0.80399, 0.77956, -0.43367, 0.45191, -1.00, 0.72946, 0.99457, -0.00793, 0.03341, -0.05913, -0.0956, 1.69988, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
142, 48, -0.04975, -0.10127, 1.70473, -0.0592, 0.55216, 0.83163, 0.86695, -0.38456, 0.31704, -1.00, 0.74509, 0.99665, 0.01172, 0.79292, -0.04975, -0.10127, 1.70473, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
143, 49, -0.04928, -0.10057, 1.70428, -0.05941, 0.55214, 0.83163, 0.86671, -0.3848, 0.3174, -1.00, 0.74509, 0.99457, 0.00771, -0.01335, -0.04928, -0.10057, 1.70428, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
144, 50, -0.04052, -0.10407, 1.70672, -0.01223, 0.53099, 0.84729, 0.92131, -0.32335, 0.21595, -1.00, 0.75795, 0.99457, -0.00554, -0.04107, -0.04052, -0.10407, 1.70672, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
145, 49, -0.04928, -0.10057, 1.70428, -0.05941, 0.55214, 0.83163, 0.86671, -0.3848, 0.3174, -1.00, 0.74509, 0.99457, 0.00771, -0.01335, -0.04928, -0.10057, 1.70428, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
146, 48, -0.04975, -0.10127, 1.70473, -0.0592, 0.55216, 0.83163, 0.86695, -0.38456, 0.31704, -1.00, 0.74509, 0.99665, 0.01172, 0.79292, -0.04975, -0.10127, 1.70473, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
147, 50, -0.04052, -0.10407, 1.70672, -0.01223, 0.53099, 0.84729, 0.92131, -0.32335, 0.21595, -1.00, 0.75795, 0.99457, -0.00554, -0.04107, -0.04052, -0.10407, 1.70672, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
148, 48, -0.04975, -0.10127, 1.70473, -0.0592, 0.55216, 0.83163, 0.86695, -0.38456, 0.31704, -1.00, 0.74509, 0.99665, 0.01172, 0.79292, -0.04975, -0.10127, 1.70473, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
149, 51, -0.04085, -0.1048, 1.70722, -0.01232, 0.52968, 0.84811, 0.92246, -0.32132, 0.21408, -1.00, 0.75795, 0.99665, -0.00111, 0.79216, -0.04085, -0.1048, 1.70722, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
150, 52, -0.03017, -0.10716, 1.70878, -0.00139, 0.4821, 0.87612, 0.96074, -0.24244, 0.13493, -1.00, 0.77233, 0.99457, 0.0013, 0.04073, -0.03017, -0.10716, 1.70878, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
151, 50, -0.04052, -0.10407, 1.70672, -0.01223, 0.53099, 0.84729, 0.92131, -0.32335, 0.21595, -1.00, 0.75795, 0.99457, -0.00554, -0.04107, -0.04052, -0.10407, 1.70672, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
152, 51, -0.04085, -0.1048, 1.70722, -0.01232, 0.52968, 0.84811, 0.92246, -0.32132, 0.21408, -1.00, 0.75795, 0.99665, -0.00111, 0.79216, -0.04085, -0.1048, 1.70722, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
153, 52, -0.03017, -0.10716, 1.70878, -0.00139, 0.4821, 0.87612, 0.96074, -0.24244, 0.13493, -1.00, 0.77233, 0.99457, 0.0013, 0.04073, -0.03017, -0.10716, 1.70878, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
154, 51, -0.04085, -0.1048, 1.70722, -0.01232, 0.52968, 0.84811, 0.92246, -0.32132, 0.21408, -1.00, 0.75795, 0.99665, -0.00111, 0.79216, -0.04085, -0.1048, 1.70722, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
155, 53, -0.03046, -0.10798, 1.70918, -0.00175, 0.48284, 0.8757, 0.96013, -0.24398, 0.13645, -1.00, 0.77233, 0.99665, 0.00028, 0.80637, -0.03046, -0.10798, 1.70918, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
156, 54, -0.01864, -0.10952, 1.70986, 0.01584, 0.46141, 0.88705, 0.98164, -0.17581, 0.07392, -1.00, 0.7878, 0.99457, -0.00088, -0.01838, -0.01864, -0.10952, 1.70986, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
157, 52, -0.03017, -0.10716, 1.70878, -0.00139, 0.4821, 0.87612, 0.96074, -0.24244, 0.13493, -1.00, 0.77233, 0.99457, 0.0013, 0.04073, -0.03017, -0.10716, 1.70878, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
158, 53, -0.03046, -0.10798, 1.70918, -0.00175, 0.48284, 0.8757, 0.96013, -0.24398, 0.13645, -1.00, 0.77233, 0.99665, 0.00028, 0.80637, -0.03046, -0.10798, 1.70918, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
159, 54, -0.01864, -0.10952, 1.70986, 0.01584, 0.46141, 0.88705, 0.98164, -0.17581, 0.07392, -1.00, 0.7878, 0.99457, -0.00088, -0.01838, -0.01864, -0.10952, 1.70986, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
160, 53, -0.03046, -0.10798, 1.70918, -0.00175, 0.48284, 0.8757, 0.96013, -0.24398, 0.13645, -1.00, 0.77233, 0.99665, 0.00028, 0.80637, -0.03046, -0.10798, 1.70918, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
161, 55, -0.01876, -0.11041, 1.71035, 0.01647, 0.46153, 0.88697, 0.98215, -0.17372, 0.07215, -1.00, 0.7878, 0.99665, -0.00176, 0.78024, -0.01876, -0.11041, 1.71035, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
162, 55, -0.01876, -0.11041, 1.71035, 0.01647, 0.46153, 0.88697, 0.98215, -0.17372, 0.07215, -1.00, 0.7878, 0.99665, -0.00176, 0.78024, -0.01876, -0.11041, 1.71035, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
163, 56, -0.00983, -0.11082, 1.71031, 0.01788, 0.47166, 0.8816, 0.99411, -0.10266, 0.03476, -1.00, 0.79934, 0.99457, 0.00013, 0.02162, -0.00983, -0.11082, 1.71031, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
164, 54, -0.01864, -0.10952, 1.70986, 0.01584, 0.46141, 0.88705, 0.98164, -0.17581, 0.07392, -1.00, 0.7878, 0.99457, -0.00088, -0.01838, -0.01864, -0.10952, 1.70986, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
165, 55, -0.01876, -0.11041, 1.71035, 0.01647, 0.46153, 0.88697, 0.98215, -0.17372, 0.07215, -1.00, 0.7878, 0.99665, -0.00176, 0.78024, -0.01876, -0.11041, 1.71035, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
166, 57, -0.00994, -0.11176, 1.71078, 0.01783, 0.47172, 0.88157, 0.99413, -0.10243, 0.0347, -1.00, 0.79934, 0.99665, -0.00208, 0.80507, -0.00994, -0.11176, 1.71078, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
167, 56, -0.00983, -0.11082, 1.71031, 0.01788, 0.47166, 0.8816, 0.99411, -0.10266, 0.03476, -1.00, 0.79934, 0.99457, 0.00013, 0.02162, -0.00983, -0.11082, 1.71031, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
168, 56, -0.00983, -0.11082, 1.71031, 0.01788, 0.47166, 0.8816, 0.99411, -0.10266, 0.03476, -1.00, 0.79934, 0.99457, 0.00013, 0.02162, -0.00983, -0.11082, 1.71031, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
169, 57, -0.00994, -0.11176, 1.71078, 0.01783, 0.47172, 0.88157, 0.99413, -0.10243, 0.0347, -1.00, 0.79934, 0.99665, -0.00208, 0.80507, -0.00994, -0.11176, 1.71078, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
170, 58, 1.60217E-06, -0.11231, 1.71099, 0.01172, 0.47915, 0.87765, 0.99823, -0.05685, 0.01771, -1.00, 0.81196, 0.99665, 0.03722, 0.79031, 1.60217E-06, -0.11231, 1.71099, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
171, 56, -0.00983, -0.11082, 1.71031, 0.01788, 0.47166, 0.8816, 0.99411, -0.10266, 0.03476, -1.00, 0.79934, 0.99457, 0.00013, 0.02162, -0.00983, -0.11082, 1.71031, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
172, 58, 1.60217E-06, -0.11231, 1.71099, 0.01172, 0.47915, 0.87765, 0.99823, -0.05685, 0.01771, -1.00, 0.81196, 0.99665, 0.03722, 0.79031, 1.60217E-06, -0.11231, 1.71099, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
173, 59, 2.14765E-08, -0.11138, 1.71045, 0.01172, 0.47915, 0.87765, 0.99823, -0.0568, 0.01768, -1.00, 0.81196, 0.99457, -0.01267, -0.03157, 2.14765E-08, -0.11138, 1.71045, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
174, 60, -0.00002, -0.12294, 1.66633, -0.34308, 0.42231, -0.83902, 0.91643, -0.04543, -0.3976, -1.00, 0.53201, 0.99221, 0.35025, 0.08806, -0.00002, -0.12294, 1.66633, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
175, 61, 0.00904, -0.1246, 1.66179, -0.5628, 0.32122, -0.76163, 0.78252, -0.08982, -0.61612, -1.00, 0.54434, 0.99012, 0.00169, -0.90941, 0.00904, -0.1246, 1.66179, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
176, 62, -0.00001, -0.12399, 1.66578, -0.34308, 0.42231, -0.83902, 0.91618, -0.04654, -0.39805, -1.00, 0.53201, 0.99012, 0.31702, -0.92079, -0.00001, -0.12399, 1.66578, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
177, 60, -0.00002, -0.12294, 1.66633, -0.34308, 0.42231, -0.83902, 0.91643, -0.04543, -0.3976, -1.00, 0.53201, 0.99221, 0.35025, 0.08806, -0.00002, -0.12294, 1.66633, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
178, 63, 0.00913, -0.12338, 1.66235, -0.49624, 0.35594, -0.79186, 0.82745, -0.0822, -0.55549, -1.00, 0.54434, 0.99221, -0.01585, 0.03838, 0.00913, -0.12338, 1.66235, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
179, 61, 0.00904, -0.1246, 1.66179, -0.5628, 0.32122, -0.76163, 0.78252, -0.08982, -0.61612, -1.00, 0.54434, 0.99012, 0.00169, -0.90941, 0.00904, -0.1246, 1.66179, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
180, 64, 0.015, -0.12431, 1.6554, -0.73306, 0.11523, -0.67033, 0.6642, -0.09099, -0.74199, -1.00, 0.55547, 0.99221, 0.00144, -0.01806, 0.015, -0.12431, 1.6554, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
181, 61, 0.00904, -0.1246, 1.66179, -0.5628, 0.32122, -0.76163, 0.78252, -0.08982, -0.61612, -1.00, 0.54434, 0.99012, 0.00169, -0.90941, 0.00904, -0.1246, 1.66179, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
182, 63, 0.00913, -0.12338, 1.66235, -0.49624, 0.35594, -0.79186, 0.82745, -0.0822, -0.55549, -1.00, 0.54434, 0.99221, -0.01585, 0.03838, 0.00913, -0.12338, 1.66235, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
183, 64, 0.015, -0.12431, 1.6554, -0.73306, 0.11523, -0.67033, 0.6642, -0.09099, -0.74199, -1.00, 0.55547, 0.99221, 0.00144, -0.01806, 0.015, -0.12431, 1.6554, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
184, 65, 0.01486, -0.12548, 1.65541, -0.73315, 0.11435, -0.67039, 0.66438, -0.09012, -0.74194, -1.00, 0.55547, 0.99012, 0.0092, -0.8472, 0.01486, -0.12548, 1.65541, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
185, 61, 0.00904, -0.1246, 1.66179, -0.5628, 0.32122, -0.76163, 0.78252, -0.08982, -0.61612, -1.00, 0.54434, 0.99012, 0.00169, -0.90941, 0.00904, -0.1246, 1.66179, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
186, 65, 0.01486, -0.12548, 1.65541, -0.73315, 0.11435, -0.67039, 0.66438, -0.09012, -0.74194, -1.00, 0.55547, 0.99012, 0.0092, -0.8472, 0.01486, -0.12548, 1.65541, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
187, 64, 0.015, -0.12431, 1.6554, -0.73306, 0.11523, -0.67033, 0.6642, -0.09099, -0.74199, -1.00, 0.55547, 0.99221, 0.00144, -0.01806, 0.015, -0.12431, 1.6554, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
188, 66, 0.021, -0.12503, 1.64866, -0.61284, -0.02711, -0.78974, 0.78966, 0.0161, -0.61333, -1.00, 0.56717, 0.99221, 0.00742, -0.06575, 0.021, -0.12503, 1.64866, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
189, 65, 0.01486, -0.12548, 1.65541, -0.73315, 0.11435, -0.67039, 0.66438, -0.09012, -0.74194, -1.00, 0.55547, 0.99012, 0.0092, -0.8472, 0.01486, -0.12548, 1.65541, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
190, 66, 0.021, -0.12503, 1.64866, -0.61284, -0.02711, -0.78974, 0.78966, 0.0161, -0.61333, -1.00, 0.56717, 0.99221, 0.00742, -0.06575, 0.021, -0.12503, 1.64866, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
191, 67, 0.02107, -0.12607, 1.64874, -0.61308, -0.02707, -0.78956, 0.78948, 0.01611, -0.61357, -1.00, 0.56717, 0.99012, 0.00562, -0.8015, 0.02107, -0.12607, 1.64874, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
192, 67, 0.02107, -0.12607, 1.64874, -0.61308, -0.02707, -0.78956, 0.78948, 0.01611, -0.61357, -1.00, 0.56717, 0.99012, 0.00562, -0.8015, 0.02107, -0.12607, 1.64874, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
193, 66, 0.021, -0.12503, 1.64866, -0.61284, -0.02711, -0.78974, 0.78966, 0.0161, -0.61333, -1.00, 0.56717, 0.99221, 0.00742, -0.06575, 0.021, -0.12503, 1.64866, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
194, 68, 0.02892, -0.12416, 1.6445, -0.29126, 0.01191, -0.95657, 0.93816, 0.19919, -0.28318, -1.00, 0.57906, 0.99221, -0.03121, 0.01116, 0.02892, -0.12416, 1.6445, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
195, 67, 0.02107, -0.12607, 1.64874, -0.61308, -0.02707, -0.78956, 0.78948, 0.01611, -0.61357, -1.00, 0.56717, 0.99012, 0.00562, -0.8015, 0.02107, -0.12607, 1.64874, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
196, 68, 0.02892, -0.12416, 1.6445, -0.29126, 0.01191, -0.95657, 0.93816, 0.19919, -0.28318, -1.00, 0.57906, 0.99221, -0.03121, 0.01116, 0.02892, -0.12416, 1.6445, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
197, 69, 0.02912, -0.12528, 1.64441, -0.29293, 0.01131, -0.95607, 0.93792, 0.19761, -0.28504, -1.00, 0.57906, 0.99012, -0.0121, -0.7912, 0.02912, -0.12528, 1.64441, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
198, 70, 0.04094, -0.12028, 1.64266, -0.11445, 0.08352, -0.98991, 0.92656, 0.36838, -0.07604, -1.00, 0.59591, 0.99221, 0.00833, -0.00185, 0.04094, -0.12028, 1.64266, 1.00, 0.00, 0.00, 0.00, 0, 0, 0, 0
